,color,command,deleted,from,message,room,timestamp,video-offset,badges,bits,color,display-name,emotes,id,login,mod,msg-id,msg-param-months,room-id,sent-ts,style,subscriber,system-msg,tmi-sent-ts,turbo,user-id,user-type
1460,,,False,red_dew7,how come i cant bitfarm,clintstevens,1492401514534,1117534,"subscriber/0,bits/100",,,red_dew7,,6a3ac7d6-7bd2-4f5c-8557-e566695c247c,,False,,,86268118,1492401528883,,True,,1492401528980,False,129745528,
1461,#00CC9C,,False,rije,Makar's life ends and so does mine clintB 🔫,clintstevens,1492401514821,1117821,subscriber/0,,#00CC9C,Rije,"{'114166': [[35, 40]]}",e9356573-72cf-4c92-a006-4b4a6a4b99a7,,False,,,86268118,1492401526790,,True,,1492401529223,False,9405603,
1462,#1E90FF,,False,rtamb,@JetRL dampe,clintstevens,1492401515235,1118235,,,#1E90FF,rtamb,,d67f99bd-238b-4844-a63a-aa5e26941e79,,False,,,86268118,1492401529729,,False,,1492401529692,False,131255892,
1463,#E6C300,,False,chuckthegypsy,GUYS,clintstevens,1492401519122,1122122,"subscriber/12,premium/1",,#E6C300,ChuckTheGypsy,,7d940c64-3fb4-4a89-9f8b-32944072b65e,,False,,,86268118,1492401532057,,True,,1492401533581,False,27862377,
1464,#FF69B4,,False,lily_white1405,VoHiYo hello molten_ and ahhhtimothy,clintstevens,1492401519612,1122612,moderator/1,,#FF69B4,Lily_White1405,"{'81274': [[0, 5]]}",6c6a69e1-1bd9-481b-b0df-46d4e1e6a7a9,,True,,,86268118,1492401530121,,False,,1492401534077,False,118386447,mod
1465,,,False,awttack,gotgud,clintstevens,1492401523975,1126975,,,,Awttack,,68704af5-0b69-4ccd-b8f2-261f12b6589b,,False,,,86268118,,,False,,1492401538429,False,99836206,
1466,#FFFFFF,,False,molten_,lily VoHiYo,clintstevens,1492401528665,1131665,"subscriber/6,bits/1000",,#FFFFFF,molten_,"{'81274': [[5, 10]]}",f51776b8-ae0d-486c-8a23-a88b62bd6460,,False,,,86268118,1492401544449,,True,,1492401543085,False,39940028,
1467,#CD9FFE,,False,xenoda,but hes not gonna hcuck :(,clintstevens,1492401528869,1131869,"moderator/1,subscriber/12,bits/100",,#CD9FFE,xenoda,"{'2': [[24, 25]]}",91ee1c18-74cc-4834-b4e5-736049db27bd,,True,,,86268118,1492401523099,,True,,1492401543335,False,53569589,mod
1468,#E6C300,,False,chuckthegypsy,THE PRODUCERS TOLD ME CLINT IS GONNA PB TODAY PogChamp,clintstevens,1492401529703,1132703,"subscriber/12,premium/1",,#E6C300,ChuckTheGypsy,"{'88': [[46, 53]]}",80f2de9b-cb60-4f27-b8b7-b3e17ddd0cb5,,False,,,86268118,1492401542629,,True,,1492401544161,False,27862377,
1469,#1E90FF,,False,comebackmango,clintRem,clintstevens,1492401530455,1133455,subscriber/0,,#1E90FF,ComebackMango,"{'108694': [[0, 7]]}",e5b0efff-f05a-4280-88db-a95388f1916e,,False,,,86268118,,,True,,1492401544886,False,42490336,
1470,#CC8100,,False,fangolives,"@ahhhtimothy right, those suck",clintstevens,1492401531038,1134038,premium/1,,#CC8100,FANGOlives,,b26fc89b-2887-489b-a57e-dff7e87ee704,,False,,,86268118,1492401545356,,False,,1492401545484,False,116105355,
1471,,,False,rge5,"Spyanide, Hi! VoHiYo",clintstevens,1492401531071,1134071,,,,Rge5,"{'81274': [[14, 19]]}",18aed71a-1e15-4ebd-80ae-3f825e23d43f,,False,,,86268118,1492401545026,,False,,1492401545522,False,101303905,
1472,#FF69B4,,False,wrathy_87,who the is the producer,clintstevens,1492401531752,1134752,,,#FF69B4,wrathy_87,,1d1024c0-9ed1-452b-8041-22fbae3f19d2,,False,,,86268118,1492401551125,,False,,1492401546208,False,45792023,
1473,#8A2BE2,,False,tpx07,@ClintStevens karma for bullying your chat too much,clintstevens,1492401532437,1135437,,,#8A2BE2,TPX07,,bca340c6-9110-42a4-b9ed-1c0d410365a5,,False,,,86268118,1492401547911,,False,,1492401546897,False,84329135,
1474,#A00D43,,False,pikafunrun,I miss Makar clintB TearGlove,clintstevens,1492401534221,1137221,"subscriber/3,bits/100",,#A00D43,pikafunrun,"{'114166': [[13, 18]], '160403': [[20, 28]]}",be4b05b1-0178-4136-aa76-ad4baa74185a,,False,,,86268118,1492401550271,,True,,1492401548679,False,136794596,
1475,,,False,awttack,guuuuuud,clintstevens,1492401541185,1144185,,,,Awttack,,4e8135d3-ebae-4ba9-8744-a3b0d211dde8,,False,,,86268118,,,False,,1492401555644,False,99836206,
1476,#5F9EA0,,False,shirazrl,PRACTICE WASTELAND HESS AS WELL,clintstevens,1492401542092,1145092,,,#5F9EA0,ShirazRL,,095b54fd-399e-441a-9db8-b23acda9f727,,False,,,86268118,1492401556276,,False,,1492401556443,False,67468924,
1477,#FF69B4,,False,lily_white1405,\ :O / Chuck really?,clintstevens,1492401542486,1145486,moderator/1,,#FF69B4,Lily_White1405,"{'8': [[2, 3]]}",0d8f19e4-ffc4-4756-93f5-7f4526f7d8ba,,True,,,86268118,1492401552962,,False,,1492401556948,False,118386447,mod
1478,#8A2BE2,,False,savage_angel,!uptime,clintstevens,1492401542691,1145691,,,#8A2BE2,savage_angel,,de7b09a7-53ab-4a50-babc-ffbf07c7bbdf,,False,,,86268118,1492401559723,,False,,1492401557122,False,43701851,
1479,#8A2BE2,,False,ahhhtimothy,"@Lily_White1405, hi lily, whyd u single me out?",clintstevens,1492401542743,1145743,"subscriber/0,bits/100",,#8A2BE2,ahhhtimothy,,88a0ff2b-6edc-4170-b617-7468d21192e8,,False,,,86268118,1492401559728,,True,,1492401557207,False,79023839,
1480,#FF69B4,,False,moobot,19m 20s .,clintstevens,1492401542948,1145948,moderator/1,,#FF69B4,Moobot,,b962637e-8536-4809-889d-31f03650fc70,,True,,,86268118,,,False,,1492401557416,False,1564983,mod
1481,,,False,awttack,kappa,clintstevens,1492401545316,1148316,,,,Awttack,,cfcdfe9f-f5f3-43f3-83dc-5fd1ddf28090,,False,,,86268118,,,False,,1492401559787,False,99836206,
1482,#E6C300,,False,chuckthegypsy,YEAH,clintstevens,1492401546575,1149575,"subscriber/12,premium/1",,#E6C300,ChuckTheGypsy,,9cda2698-a3da-453b-bc31-fc906862cba7,,False,,,86268118,1492401559491,,True,,1492401561017,False,27862377,
1483,#FFFFFF,,False,molten_,sup xenoda clintHi,clintstevens,1492401549956,1152956,"subscriber/6,bits/1000",,#FFFFFF,molten_,"{'110475': [[11, 17]]}",35342a5f-85d8-47f7-b335-534985ec6fd7,,False,,,86268118,1492401565714,,True,,1492401564364,False,39940028,
1484,#FFC2E8,,False,shinycutesylveon,yes,clintstevens,1492401550579,1153579,"subscriber/3,turbo/1",,#FFC2E8,shinycutesylveon,,2c4bdf01-8a94-4fe1-949d-c73ee55b179d,,False,,,86268118,1492401564562,,True,,1492401565011,True,61674684,
1485,,,False,kfc_wizard1,ever black out and wake up in a ugly girls bed,clintstevens,1492401551201,1154201,,,,kfc_Wizard1,,c69b0d0d-8eba-4e28-8190-d8dc9a5be02b,,False,,,86268118,,,False,,1492401565629,False,53303766,
1486,#1E90FF,,False,distortednet,please dont PB i have to work in the morning DansGame,clintstevens,1492401551542,1154542,"staff/1,subscriber/0,premium/1",,#1E90FF,Distortednet,"{'33': [[45, 52]]}",e6c17bf7-fbe0-44ef-a2f9-29154616db34,,False,,,86268118,,,True,,1492401566012,False,41257196,staff
1487,#008000,,False,sneakybagels,practice bottom of the well,clintstevens,1492401552447,1155447,,,#008000,SneakyBagels,,a8f66618-c8a9-4e23-80f2-964093bbd70f,,False,,,86268118,1492401818441,,False,,1492401566869,False,98898342,
1488,#BB0280,,False,f9gaming,I like this Script PogChamp,clintstevens,1492401553050,1156050,"subscriber/6,bits/100",,#BB0280,F9gaming,"{'88': [[19, 26]]}",6c658ee5-b13c-4add-a5de-e48f3b35663c,,False,,,86268118,,,True,,1492401567509,False,103687508,
1489,#DAA520,,False,j_daisley,@pikafunrun \ 4Head,clintstevens,1492401553753,1156753,subscriber/6,,#DAA520,j_daisley,"{'354': [[14, 18]]}",fc7b22c6-a8c8-4992-9c2d-d0e7f89c7e1a,,False,,,86268118,,,True,,1492401568193,False,129508671,
1490,#CD9FFE,,False,xenoda,ay molten <3,clintstevens,1492401553963,1156963,"moderator/1,subscriber/12,bits/100",,#CD9FFE,xenoda,"{'9': [[10, 11]]}",0c372374-a9e5-4cdf-86c3-595b3559a564,,True,,,86268118,1492401548257,,True,,1492401568430,False,53569589,mod
1491,#8D3054,,False,permitzi,very true,clintstevens,1492401556354,1159354,"moderator/1,subscriber/3,bits/5000",,#8D3054,PerMitzi,,bab5d526-7ccb-4f54-92a6-ad634d978189,,True,,,86268118,1492401548235,,True,,1492401570799,False,139482364,mod
1492,#1E90D2,,False,byanthonyy,practice bottom of the well @ClintStevens,clintstevens,1492401557381,1160381,"subscriber/0,premium/1",,#1E90D2,ByAnthonyy,,5683f1ad-14b6-4840-8660-271ce154581d,,False,,,86268118,1492401569931,,True,,1492401571727,False,107392001,
1493,#00CCC9,,False,superenergiez,"FeelsMakar CLINT, YOU KILLED ME FeelsMakar NOW IM BACK TO HAUNT YOU FeelsMakar",clintstevens,1492401557549,1160549,"subscriber/0,bits/1000",,#00CCC9,SuperEnergiez,,dd70f20b-ff80-41bb-9003-8b80c49b8e51,,False,,,86268118,1492401554839,,True,,1492401571988,False,30477322,
1494,#FFFFFF,,False,molten_,:D,clintstevens,1492401558020,1161020,"subscriber/6,bits/1000",,#FFFFFF,molten_,"{'3': [[0, 1]]}",88ff84fb-56b3-44aa-9ef0-473c72ca7ed7,,False,,,86268118,1492401573799,,True,,1492401572449,False,39940028,
1495,,,False,rge5,"Lily_White1405, Hi Lily! VoHiYo",clintstevens,1492401558838,1161838,,,,Rge5,"{'81274': [[25, 30]]}",34a04b43-4a52-4c8f-a420-fad8b7333f34,,False,,,86268118,1492401572758,,False,,1492401573297,False,101303905,
1496,#00D9FF,,False,intfeeding,BigBrother,clintstevens,1492401559182,1162182,subscriber/0,,#00D9FF,IntFeeding,"{'1904': [[0, 9]]}",866653f4-ca6c-4ef6-8500-4948db9190e8,,False,,,86268118,1492401575385,,True,,1492401573615,False,86025620,
1497,#008000,,False,joshgenesis_,@molten_ OpieOP /,clintstevens,1492401559612,1162612,bits/1000,,#008000,joshgenesis_,"{'100590': [[9, 14]]}",2ee0761d-348b-47cd-942d-98e4193f5a8b,,False,,,86268118,1492401564815,,False,,1492401574053,False,84402673,
1498,#FF69B4,,False,lily_white1405,ahhhtimothy because i recognized your name :),clintstevens,1492401560133,1163133,moderator/1,,#FF69B4,Lily_White1405,"{'1': [[43, 44]]}",4d33bb1a-1b2c-492c-89cb-7427ec72d451,,True,,,86268118,1492401570689,,False,,1492401574599,False,118386447,mod
1499,#54946C,,False,dprezoh,hello,clintstevens,1492401560832,1163832,"moderator/1,subscriber/12,premium/1",,#54946C,dPREZOH,,b884523e-f610-4b85-be8f-1ac1cfee5b3c,,True,,,86268118,1492401575708,,True,,1492401575304,False,56811658,mod
1500,#8A2BE2,,False,squishy,@Distortednet Work LUL,clintstevens,1492401561580,1164580,"staff/1,subscriber/0,bits/1000",,#8A2BE2,Squishy,,e092793b-26d6-4e4d-a900-1912acf1b99c,,False,,,86268118,1492401577096,,True,,1492401576027,False,32102533,staff
1501,#CC8100,,False,fangolives,YOU KILLED MAKAR YOU BULLY,clintstevens,1492401563874,1166874,premium/1,,#CC8100,FANGOlives,,3dca8dc1-405b-4caf-aa9c-9baf2d33e103,,False,,,86268118,1492401578243,,False,,1492401578316,False,116105355,
1502,#FF69B4,,False,lily_white1405,VoHiYo hello Rge5,clintstevens,1492401564469,1167469,moderator/1,,#FF69B4,Lily_White1405,"{'81274': [[0, 5]]}",cdaf0275-3fa3-4f44-85d7-3049f25308c6,,True,,,86268118,1492401575041,,False,,1492401578940,False,118386447,mod
1503,#5F9EA0,,False,shockbound,"@Clintstevens, you should practice bottom of the well",clintstevens,1492401565647,1168647,,,#5F9EA0,,,5e9b09a4-2d5e-430d-b861-73c54ff43615,,False,,,86268118,1492401614934,,False,,1492401579631,False,37980108,
1504,#1E90FF,,False,comebackmango,what happened to dampe emote clintB clintB clintB clintB,clintstevens,1492401566174,1169174,subscriber/0,,#1E90FF,ComebackMango,"{'114166': [[29, 34], [36, 41], [43, 48], [50, 55]]}",9ee9e910-6f5c-4273-b57b-3d63054af97a,,False,,,86268118,,,True,,1492401580621,False,42490336,
1505,#FF69B4,,False,wrathy_87,BigBrother,clintstevens,1492401566677,1169677,,,#FF69B4,wrathy_87,"{'1904': [[0, 9]]}",292c588a-67ed-4a73-88d9-4fe0b8a9b61a,,False,,,86268118,1492401586111,,False,,1492401581138,False,45792023,
1506,#FFFFFF,,False,molten_,josh JKanStyle /,clintstevens,1492401567509,1170509,"subscriber/6,bits/1000",,#FFFFFF,molten_,"{'15': [[5, 13]]}",c6aa520b-75c7-458a-8c24-ac1f6e799b3d,,False,,,86268118,1492401583189,,True,,1492401581924,False,39940028,
1507,#008000,,False,leagueisass,what re these splits rn,clintstevens,1492401567536,1170536,"subscriber/3,bits/100",,#008000,leagueisass,,9a9b9c9c-bdcc-4819-9250-ce1682892bcf,,False,,,86268118,1492401475186,,True,,1492401581964,False,76795964,
1508,#0000FF,,False,imthatoneguy64,yo prezoh,clintstevens,1492401569388,1172388,bits/1000,,#0000FF,ImThatOneGuy64,,c91cc204-992e-4a50-840c-3d6767540de8,,False,,,86268118,1492401581558,,False,,1492401583820,False,62275654,
1509,#008000,,False,joshgenesis_,@dPREZOH OpieOP /,clintstevens,1492401570037,1173037,bits/1000,,#008000,joshgenesis_,"{'100590': [[9, 14]]}",7a46b7f7-ebe8-435d-92dd-1ec8b9daabdd,,False,,,86268118,1492401575271,,False,,1492401584445,False,84402673,
1510,#BB0280,,False,f9gaming,Clint you bully :(,clintstevens,1492401570255,1173255,"subscriber/6,bits/100",,#BB0280,F9gaming,"{'2': [[16, 17]]}",41871d9c-1af5-4b45-b512-b7924b028c29,,False,,,86268118,,,True,,1492401584618,False,103687508,
1511,#5F9EA0,,False,argoncat,@distortednet work LUL yeah right,clintstevens,1492401571369,1174369,,,#5F9EA0,Argoncat,,1982d303-ed91-4da9-8edc-5e171c59566a,,False,,,86268118,,,False,,1492401585812,False,93756801,
1512,#DAA520,,False,thirteenjhm13,"@dPREZOH, will clint pb today?",clintstevens,1492401571811,1174811,"subscriber/3,premium/1",,#DAA520,ThirteenJhm13,,87d5999a-15be-4283-b84a-5cd1b1da82e1,,False,,,86268118,1492401584535,,True,,1492401586235,False,35950973,
1513,#5F9EA0,,False,shirazrl,oh lmao my b,clintstevens,1492401571994,1174994,,,#5F9EA0,ShirazRL,,22639376-1643-4a69-aedb-087df4cf7070,,False,,,86268118,1492401586438,,False,,1492401586438,False,67468924,
1514,#000000,,False,jetrl,"why is clint practicing anything past 30 minutes, he can't get there anyway 4Head",clintstevens,1492401572068,1175068,"subscriber/0,turbo/1",,#000000,JetRL,"{'354': [[76, 80]]}",001cf62d-415a-4471-a068-f73b597c108d,,False,,,86268118,,,True,,1492401586504,True,75904342,
1515,#A00D43,,False,pikafunrun,@j_daisley clintHi,clintstevens,1492401572245,1175245,"subscriber/3,bits/100",,#A00D43,pikafunrun,"{'110475': [[11, 17]]}",b52fded3-488d-458c-9688-223f33b3f94f,,False,,,86268118,1492401588324,,True,,1492401586688,False,136794596,
1516,#54946C,,False,dprezoh,can u unmod some of us there are too many swords,clintstevens,1492401573190,1176190,"moderator/1,subscriber/12,premium/1",,#54946C,dPREZOH,,3b4957f9-760e-4c5e-9d88-381888437952,,True,,,86268118,1492401588050,,True,,1492401587648,False,56811658,mod
1517,#CD9FFE,,False,xenoda,prezoh is the producer but im the CEO,clintstevens,1492401574101,1177101,"moderator/1,subscriber/12,bits/100",,#CD9FFE,xenoda,,b5ad5cbb-7f96-46ca-b618-23d9d086e76b,,True,,,86268118,1492401568401,,True,,1492401588572,False,53569589,mod
1518,#008000,,False,joshgenesis_,yo guys :3,clintstevens,1492401574750,1177750,bits/1000,,#008000,joshgenesis_,,522b50f6-2a18-400a-8d78-b477312d3b46,,False,,,86268118,1492401579999,,False,,1492401589196,False,84402673,
1519,#8A2BE2,,False,savage_angel,New Font DansGame,clintstevens,1492401575808,1178808,,,#8A2BE2,savage_angel,"{'33': [[9, 16]]}",7cef2f82-dec9-4467-8336-bf76166a7f58,,False,,,86268118,1492401592862,,False,,1492401590268,False,43701851,
1520,#FF69B4,,False,lily_white1405,@leagueisass practice,clintstevens,1492401576373,1179373,moderator/1,,#FF69B4,Lily_White1405,,0053169d-282b-4881-92fc-4efe7fe678b7,,True,,,86268118,1492401586943,,False,,1492401590842,False,118386447,mod
1521,#FF69B4,USERNOTICE,False,zuukm,when will you start selling clint body pillows,,1492401576714,1179714,"subscriber/3,bits/100",,#FF69B4,Zuukm,,0bdca822-fb15-4106-8f73-d5bdbf8fa041,zuukm,False,resub,5,86268118,,,True,Zuukm\ssubscribed\sfor\s5\smonths\sin\sa\srow!,1492401591190,False,29991814,
1522,#00CC9C,,False,shadknight99,working late night shifts LUL,clintstevens,1492401577153,1180153,"subscriber/0,premium/1",,#00CC9C,Shadknight99,,ce5366e6-4634-4e7e-98ca-5c4b5840f6e8,,False,,,86268118,1492401594762,,True,,1492401591601,False,29501436,
1523,#0000FF,,False,ggthekiller,YOU KILLED MAKAR AND DAMPE clintChoco clintChoco clintChoco clintChoco clintChoco clintChoco clintChoco,clintstevens,1492401581197,1184197,subscriber/0,,#0000FF,ggthekiller,"{'61762': [[27, 36], [38, 47], [49, 58], [60, 69], [71, 80], [82, 91], [93, 102]]}",a21fdc2a-1c46-4ce7-9cf0-2c59f0e94201,,False,,,86268118,,,True,,1492401595626,False,62913830,
1524,#008000,,False,leagueisass,"@Lily_White1405, ty bb TehePelo",clintstevens,1492401584662,1187662,"subscriber/3,bits/100",,#008000,leagueisass,"{'160404': [[23, 30]]}",38d1a352-a8c3-4034-b7ab-669a63ad5d70,,False,,,86268118,1492401492124,,True,,1492401598996,False,76795964,
1525,#8A2BE2,,False,ahhhtimothy,"@Lily_White1405, well hello, clint was shit talking like all the mods yesterday and i backed you up",clintstevens,1492401587405,1190405,"subscriber/0,bits/100",,#8A2BE2,ahhhtimothy,,c93486a6-d617-49db-9c2b-eafa2943ddd1,,False,,,86268118,1492401604290,,True,,1492401601844,False,79023839,
1526,#FFC2E8,,False,shinycutesylveon,clintD ckubtM,clintstevens,1492401588768,1191768,"subscriber/3,turbo/1",,#FFC2E8,shinycutesylveon,,75ca81e9-f1ee-4a6d-9046-0402ffe64099,,False,,,86268118,1492401602850,,True,,1492401603222,True,61674684,
1527,#FF0000,,False,dirtydan25,Mod ME clintChoco,clintstevens,1492401592576,1195576,"subscriber/0,premium/1",,#FF0000,DirtyDan25,"{'61762': [[7, 16]]}",4ded6099-359f-45d8-8011-b4bb21481cbc,,False,,,86268118,1492401609155,,True,,1492401606998,False,70246113,
1528,#8A2BE2,,False,wet_doorknobs,when does friday the 13th come out?,clintstevens,1492401593408,1196408,"subscriber/6,bits/100",,#8A2BE2,Wet_Doorknobs,,bf544d77-b320-4b06-b145-24acc6cbcaaf,,False,,,86268118,1492401606957,,True,,1492401607852,False,32813197,
1529,#FFC2E8,,False,shinycutesylveon,clintB,clintstevens,1492401594334,1197334,"subscriber/3,turbo/1",,#FFC2E8,shinycutesylveon,"{'114166': [[0, 5]]}",6b2f8f44-eb4a-4b5d-af37-5e967994c110,,False,,,86268118,1492401608400,,True,,1492401608781,True,61674684,
1530,,,True,elena7676673971,,clintstevens,1492401596158,1199158,,,,elena7676673971,,99b6701b-976a-4b71-bf60-472537f42611,,False,,,86268118,,,False,,1492401610608,False,153397820,
1531,,,False,manmanmrmanman,@ClintStevens you're looking a bit chubbier than usual,clintstevens,1492401597948,1200948,,,,manmanmrmanman,,0cbb1110-7ebc-48a8-bd5b-33d276e48c4d,,False,,,86268118,1492401611978,,False,,1492401612277,False,153664166,
1532,,,False,driedbootyhole,@ClintStevens What uuuuuuuuuuup,clintstevens,1492401598403,1201403,,,,driedbootyhole,,271318d6-63e9-4eb7-a111-5f1fe6437a44,,False,,,86268118,1492401612593,,False,,1492401612831,False,138034613,
1533,#00CCC9,,False,superenergiez,"FeelsMakar CLINT, YOU KILLED ME FeelsMakar NOW IM BACK TO HAUNT YOU FeelsMakar",clintstevens,1492401599449,1202449,"subscriber/0,bits/1000",,#00CCC9,SuperEnergiez,,09e212c9-01b0-44f3-afdb-bf9d5cd979ac,,False,,,86268118,1492401596705,,True,,1492401613909,False,30477322,
1534,#8D3054,,False,permitzi,uh... maybe I might idk. I got real life shit,clintstevens,1492401600573,1203573,"moderator/1,subscriber/3,bits/5000",,#8D3054,PerMitzi,,c99fb474-d67d-4e3b-91f2-31731110b4f8,,True,,,86268118,1492401592629,,True,,1492401615042,False,139482364,mod
1535,#FFFFFF,,False,molten_,elena LUL,clintstevens,1492401600965,1203965,"subscriber/6,bits/1000",,#FFFFFF,molten_,,f2bc11a7-2bc9-456a-a32c-d04bd49cf38a,,False,,,86268118,1492401616765,,True,,1492401615415,False,39940028,
1536,#DAA520,,False,thirteenjhm13,elena Kreygasm,clintstevens,1492401601376,1204376,"subscriber/3,premium/1",,#DAA520,ThirteenJhm13,"{'41': [[6, 13]]}",f955df48-3e27-465b-81cc-92e8eed4c808,,False,,,86268118,1492401613942,,True,,1492401615589,False,35950973,
1537,#0000FF,,False,exaerian,clintRem stays wtf,clintstevens,1492401601714,1204714,"subscriber/0,premium/1",,#0000FF,ExAerian,"{'108694': [[0, 7]]}",654428a5-443e-4310-b6c4-1c5eda8676eb,,False,,,86268118,1492401614615,,True,,1492401615975,False,37541118,
1538,#0000FF,,False,imthatoneguy64,elena PogChamp,clintstevens,1492401602722,1205722,bits/1000,,#0000FF,ImThatOneGuy64,"{'88': [[6, 13]]}",de90cde1-07db-4eaa-9055-6b0b971a53b5,,False,,,86268118,1492401614974,,False,,1492401617181,False,62275654,
1539,#FFC2E8,,False,shinycutesylveon,clintW body pillows,clintstevens,1492401603565,1206565,"subscriber/3,turbo/1",,#FFC2E8,shinycutesylveon,"{'79976': [[0, 5]]}",6d6d39f0-aa31-4935-ba7b-702e16dc6b0e,,False,,,86268118,1492401617642,,True,,1492401618023,True,61674684,
1540,#8A2BE2,,False,observerwardxxl,??? this isn't deceit? ??????,clintstevens,1492401603746,1206746,,,#8A2BE2,ObserverWardXXL,,14daa4bc-f96c-4d5a-b28c-aa71bb17eb22,,False,,,86268118,1492401617417,,False,,1492401618192,False,39478743,
1541,#8A2BE2,,False,bonefassio,WTF WHY IS MAKAR AND DAMPE GONE,clintstevens,1492401605080,1208080,,,#8A2BE2,Bonefassio,,2a5fb6e7-9d68-4ec9-99ea-6e5ba408865d,,False,,,86268118,,,False,,1492401619531,False,138093897,
1542,,,False,jameson72,"clint body pillows, lol",clintstevens,1492401605645,1208645,subscriber/3,,,jameson72,,407b65d4-aff1-479f-a60c-7db29a51580a,,False,,,86268118,1492401620042,,True,,1492401620058,False,62345923,
1543,#FF69B4,,False,avian141,elena gachiGAS,clintstevens,1492401607357,1210357,,,#FF69B4,Avian141,,6192f590-91b7-437a-8c6c-b6a8e67b3c10,,False,,,86268118,1492401610808,,False,,1492401621652,False,30672515,
1544,#FF69B4,,False,lily_white1405,:) / thank ahhhtimothy,clintstevens,1492401608644,1211644,moderator/1,,#FF69B4,Lily_White1405,"{'1': [[0, 1]]}",d01d19c7-e893-4a23-aad8-266395fea35c,,True,,,86268118,1492401619053,,False,,1492401623012,False,118386447,mod
1545,#FF69B4,,False,avian141,gachiGASM,clintstevens,1492401610987,1213987,,,#FF69B4,Avian141,,8398014a-beaf-4d63-a512-8555da9f6064,,False,,,86268118,1492401614631,,False,,1492401625421,False,30672515,
1546,#54946C,,False,dprezoh,omfg i lov elena so much,clintstevens,1492401611243,1214243,"moderator/1,subscriber/12,premium/1",,#54946C,dPREZOH,,3e061558-c269-452e-be72-245fc3cd6410,,True,,,86268118,1492401626099,,True,,1492401625702,False,56811658,mod
1547,#CC00BE,,False,trizoklg,elena clintGasm,clintstevens,1492401611643,1214643,"subscriber/12,bits/1000",,#CC00BE,TrizokLG,"{'122706': [[6, 14]]}",eacd9579-69cf-461a-be74-ccce206365b3,,False,,,86268118,,,True,,1492401626091,False,24310965,
1548,#FF4500,,False,utxvolunteer,ELENA,clintstevens,1492401611943,1214943,subscriber/6,,#FF4500,UTxVOLUNTEER,,5033d942-cfb8-432f-909a-66ea0b9e656b,,False,,,86268118,,,True,,1492401626393,False,89187497,
1549,#8A2BE2,,False,sippycupmcjr,BRING BACK MAKAR clintChoco clintS clintW,clintstevens,1492401612831,1215831,"subscriber/0,bits/1000",,#8A2BE2,SippyCupMcJr,"{'61762': [[17, 26]], '82820': [[28, 33]], '79976': [[35, 40]]}",68a2c663-d8c9-44e9-a8e1-38e6b5dbe835,,False,,,86268118,1492401629790,,True,,1492401627275,False,18246156,
1550,#A00D43,,False,pikafunrun,Clintstevens body pillow gunLewd,clintstevens,1492401612912,1215912,"subscriber/3,bits/100",,#A00D43,pikafunrun,"{'109556': [[25, 31]]}",2c904cdf-ff10-4e9b-9fa7-12d523777a8b,,False,,,86268118,1492401628960,,True,,1492401627364,False,136794596,
1551,#8D3054,,False,permitzi,I'd love to be a degen but I CANT BabyRage,clintstevens,1492401613036,1216036,"moderator/1,subscriber/3,bits/5000",,#8D3054,PerMitzi,"{'22639': [[34, 41]]}",2c0a9f5f-85d3-4021-b66a-ffaa241ca946,,True,,,86268118,1492401605068,,True,,1492401627477,False,139482364,mod
1552,#DAA520,,False,buklaoswag,clint2 clint2 clint2 clint2 clint2 clint2 clint2,clintstevens,1492401613099,1216099,"subscriber/6,bits/100",,#DAA520,BukLaoSwag,"{'146969': [[0, 5], [7, 12], [14, 19], [21, 26], [28, 33], [35, 40], [42, 47]]}",bda85c1b-3e33-4fd1-bd32-23c260c3a5fb,,False,,,86268118,1492401627178,,True,,1492401627549,False,56339980,
1553,,,False,rge5,KonCha ANIME KonCha IS KonCha REAL KonCha LIFE TehePelo,clintstevens,1492401615534,1218534,,,,Rge5,"{'160400': [[0, 5], [13, 18], [23, 28], [35, 40]], '160404': [[47, 54]]}",e93bec0f-2bff-45fa-b754-0660717232fe,,False,,,86268118,1492401629394,,False,,1492401629934,False,101303905,
1554,,,False,kyletheginger_,what system are you getting it for?,clintstevens,1492401615625,1218625,"subscriber/0,premium/1",,,kyletheginger_,,96bf6ed0-33a4-4f8e-b535-34b96f80484b,,False,,,86268118,1492401630572,,True,,1492401630081,False,73456393,
1555,#8A2BE2,,False,ahhhtimothy,is it the same elena every time or is it always different numbers?,clintstevens,1492401618124,1221124,"subscriber/0,bits/100",,#8A2BE2,ahhhtimothy,,12708479-081f-4c3a-a7eb-30da5bd66bea,,False,,,86268118,1492401635088,,True,,1492401632581,False,79023839,
1556,#FFC2E8,,False,shinycutesylveon,clint2,clintstevens,1492401618736,1221736,"subscriber/3,turbo/1",,#FFC2E8,shinycutesylveon,"{'146969': [[0, 5]]}",6fb745bd-4606-434c-abc1-858c51e83755,,False,,,86268118,1492401632720,,True,,1492401633153,True,61674684,
1557,#00CC9C,,False,rije,clintD clintM,clintstevens,1492401618835,1221835,subscriber/0,,#00CC9C,Rije,,72bc3b6f-8df2-49b8-8ed6-9596dc03e09f,,False,,,86268118,1492401630900,,True,,1492401633291,False,9405603,
1558,#1E90FF,,False,rtamb,ELENA gachiGASM,clintstevens,1492401620789,1223789,,,#1E90FF,rtamb,,5ccd636c-8d0c-4cbd-93f0-f093a36cab3d,,False,,,86268118,1492401635255,,False,,1492401635228,False,131255892,
